Account ID,Account Name,Account Rating,Account Type,Application,Billing City,Billing Country,Billing State/Province,Create in Zendesk,Created By ID,Created Date,Created Updated Flag,Deleted,Industry,Is Demo Center,Last Activity,Last Modified By ID,Last Modified Date,Lead Type,Life Science KeyAccount,Owner ID,Ownership,Parent Account ID,Record Type ID,Shipping City,Shipping Country,Shipping State/Province,System Modstamp,Zendesk OutofSync,Employees
0013100001mx95GAAQ,Sed Libero Industries,Cold,Customer,Proteomics,"Kitchener, ONTARIO",CANADA,Other,FALSE,00531000007KAu8AAG,11/7/2016,FALSE,FALSE,Chemicals,FALSE,4/22/2020,0055A00000BclF5QAJ,4/11/2021,Potential Customer,FALSE,0055A00000Bb2djQAB,Other,Other,0125A000001NaCOQA0,Other,Other,Other,6/29/2021,FALSE,0
0013100001mxdPhAAI,Sed Libero Industries,Other,Other,CWAs,101 Colonel By Drive,CANADA,Other,FALSE,005i0000000fNkyAAE,11/9/2016,FALSE,FALSE,Chemicals,FALSE,7/24/2018,0055A00000BclF5QAJ,4/11/2021,Other,FALSE,00531000008F2qlAAC,Other,Other,0125A000001NaCTQA0,Other,Other,Other,6/29/2021,FALSE,0
0013100001myNL4AAM,Sed Libero Industries,Warm,Customer,All Hazards,Rogers,UNITED STATES,AR,FALSE,00531000007KAsvAAG,11/14/2016,FALSE,FALSE,Chemicals,FALSE,6/8/2021,00531000007MUoEAAW,3/5/2020,Other,FALSE,0055A000009sa63QAA,Other,0013100001oN3lpAAC,0125A000001NaCTQA0,Other,Other,Other,6/29/2021,FALSE,0
0013100001myVRnAAM,Sed Libero Industries,Cold,Other,All Hazards,Bellevue,UNITED STATES,WA,FALSE,00531000007KAsvAAG,11/15/2016,FALSE,FALSE,Chemicals,FALSE,4/23/2021,00531000007MUoEAAW,2/6/2019,Potential Customer,FALSE,0055A000009sa63QAA,Other,Other,0125A000001NaCTQA0,Other,Other,Other,6/29/2021,FALSE,0
0013100001mz2dQAAQ,Sed Libero Industries,Other,Customer,Drugs,Augusta,UNITED STATES,ME,FALSE,00531000007KAsvAAG,11/18/2016,FALSE,FALSE,Chemicals,FALSE,6/8/2021,0055A00000BclF5QAJ,5/24/2021,Other,FALSE,00531000007KAsvAAG,Other,Other,0125A000001NaCTQA0,Portland,UNITED STATES,ME,6/29/2021,FALSE,0
0013100001mz8G7AAI,Sed Libero Industries,Other,Other,Other,Corvallis,UNITED STATES,OR,FALSE,00531000007KAu8AAG,11/18/2016,FALSE,FALSE,Chemicals,FALSE,3/17/2019,0055A00000BclF5QAJ,3/16/2021,Potential Customer,FALSE,0055A00000Bd0KeQAJ,Other,Other,0125A000001NaCOQA0,Other,Other,Other,6/29/2021,FALSE,0
0013100001mzKtiAAE,Sed Libero Industries,Warm,Other,Drugs;CWAs,Dugway,UNITED STATES,UT,FALSE,00531000007KgPgAAK,11/21/2016,FALSE,FALSE,Chemicals,FALSE,6/9/2021,0055A00000BclF5QAJ,4/16/2021,Other,FALSE,00531000007Es7rAAC,Other,Other,0125A000001NaCTQA0,Other,Other,Other,6/29/2021,FALSE,0
0013100001mzPpoAAE,Sed Libero Industries,Other,Other,Other,Other,Other,Other,FALSE,00531000007MUoEAAW,11/21/2016,FALSE,FALSE,Chemicals,FALSE,,005i0000000fpvQAAQ,5/4/2018,Potential Customer,FALSE,00531000007MUoEAAW,Other,Other,0125A000001NaCJQA0,Other,Other,Other,6/29/2021,FALSE,0
0013100001mzPqXAAU,Sed Libero Industries,Other,Prospect,Other,Union Beach,USA,NJ,FALSE,00531000007MUoEAAW,11/21/2016,FALSE,FALSE,Chemicals,FALSE,,005i0000000fpvQAAQ,5/4/2018,Potential Customer,FALSE,00531000007MUoEAAW,Other,0013100001mzPpoAAE,0125A000001NaCJQA0,Other,Other,Other,6/29/2021,FALSE,250
0013100001mzSRSAA2,Sed Libero Industries,Other,Prospect,Other,Other,Other,Other,FALSE,00531000007MUoEAAW,11/21/2016,FALSE,FALSE,Chemicals,FALSE,,005i0000000fpvQAAQ,5/4/2018,Potential Customer,FALSE,00531000007MUoEAAW,Other,Other,0125A000001NaCJQA0,Other,Other,Other,6/29/2021,FALSE,0
0013100001mzSUIAA2,Lobortis Augue Corporation,Other,Prospect,Other,Lafayette,USA,LA,FALSE,00531000007MUoEAAW,11/21/2016,FALSE,FALSE,Communications,FALSE,,005i0000000fpvQAAQ,5/4/2018,Potential Customer,FALSE,00531000007MUoEAAW,Other,0013100001mzSRSAA2,0125A000001NaCJQA0,Other,Other,Other,6/29/2021,FALSE,25
0013100001mzSe2AAE,Lobortis Augue Corporation,Other,Prospect,Other,Houston,USA,TX,FALSE,00531000007MUoEAAW,11/21/2016,FALSE,FALSE,Communications,FALSE,,005i0000000fpvQAAQ,5/4/2018,Potential Customer,FALSE,00531000007MUoEAAW,Other,0013100001mzSRSAA2,0125A000001NaCJQA0,Other,Other,Other,6/29/2021,FALSE,0
0013100001mzSglAAE,Lobortis Augue Corporation,Other,Prospect,Other,Humble,USA,TX,FALSE,00531000007MUoEAAW,11/21/2016,FALSE,FALSE,Communications,FALSE,,005i0000000fpvQAAQ,5/4/2018,Potential Customer,FALSE,00531000007MUoEAAW,Other,0013100001mzSRSAA2,0125A000001NaCJQA0,Other,Other,Other,6/29/2021,FALSE,25
0013100001mzTM9AAM,Lobortis Augue Corporation,Other,Prospect,Other,Other,Other,Other,FALSE,00531000007MUoEAAW,11/21/2016,FALSE,FALSE,Communications,FALSE,,005i0000000fpvQAAQ,5/4/2018,Potential Customer,FALSE,00531000007MUoEAAW,Other,Other,0125A000001NaCJQA0,Other,Other,Other,6/29/2021,FALSE,250
0013100001mzTROAA2,Ornare LLC,Other,Prospect,Other,Naperville,USA,IL,FALSE,00531000007MUoEAAW,11/21/2016,FALSE,FALSE,Agriculture,FALSE,7/24/2018,005i0000000fpvQAAQ,5/4/2018,Potential Customer,FALSE,00531000007MUoEAAW,Other,0013100001mzTM9AAM,0125A000001NaCJQA0,Other,Other,Other,6/29/2021,FALSE,250
0013100001mzTj8AAE,Ornare LLC,Other,Prospect,Other,Wright-Patterson AFB,USA,OH,FALSE,00531000007MUoEAAW,11/21/2016,FALSE,FALSE,Agriculture,FALSE,,005i0000000fpvQAAQ,5/4/2018,Potential Customer,FALSE,00531000007MUoEAAW,Other,Other,0125A000001NaCJQA0,Other,Other,Other,6/29/2021,FALSE,250
0013100001mzTt8AAE,Ornare LLC,Other,Prospect,BTEX;Sulphur Speciation;Natural Gas,Elk Hills,USA,CA,FALSE,00531000007MUoEAAW,11/21/2016,FALSE,FALSE,Agriculture,FALSE,,005i0000000fpvQAAQ,5/4/2018,Potential Customer,FALSE,00531000007MUoEAAW,Other,Other,0125A000001NaCJQA0,Other,Other,Other,6/29/2021,FALSE,50
0013100001mzbiPAAQ,Ornare LLC,Other,Competitor,Other,Charleston,USA,SC,FALSE,00531000007MUoEAAW,11/22/2016,FALSE,FALSE,Agriculture,FALSE,,005i0000000fpvQAAQ,5/4/2018,Non Customer - Competitor,FALSE,00531000007MUoEAAW,Other,Other,0125A000001NaCJQA0,Other,Other,Other,6/29/2021,FALSE,5
0013100001mzbqsAAA,Aliquam Erat Volutpat Limited,Other,Prospect,Other,Milford,USA,MA,FALSE,00531000007MUoEAAW,11/22/2016,FALSE,FALSE,Agriculture,FALSE,,005i0000000fpvQAAQ,5/4/2018,Potential Customer,FALSE,00531000007MUoEAAW,Other,Other,0125A000001NaCJQA0,Other,Other,Other,6/29/2021,FALSE,100
0013100001mzbsAAAQ,Aliquam Erat Volutpat Limited,Cold,Prospect,Other,Milford,USA,MA,FALSE,00531000007MUoEAAW,11/22/2016,FALSE,FALSE,Agriculture,FALSE,7/24/2018,005i0000000fpvQAAQ,5/4/2018,Potential Customer,FALSE,00531000007MUoEAAW,Other,0013100001mzbqsAAA,0125A000001NaCJQA0,Other,Other,Other,6/29/2021,FALSE,100
0013100001mzevCAAQ,Laoreet Posuere Limited,Warm,Other,Other,Naperville,UNITED STATES,IL,FALSE,00531000007MUoEAAW,11/22/2016,FALSE,FALSE,Biotechnology,FALSE,7/24/2018,005i0000000fpvQAAQ,5/4/2018,Other,FALSE,00531000007MUoEAAW,Other,Other,0125A000001NaCJQA0,Other,Other,Other,6/29/2021,FALSE,0
0013100001mzf5dAAA,Laoreet Posuere Limited,Other,Other,Other,Other,Other,Other,FALSE,00531000007MUoEAAW,11/22/2016,FALSE,FALSE,Biotechnology,FALSE,,005i0000000fpvQAAQ,5/4/2018,Potential Customer,FALSE,00531000007MUoEAAW,Other,Other,0125A000001NaCJQA0,Other,Other,Other,6/29/2021,FALSE,0
0013100001mzf7PAAQ,Laoreet Posuere Limited,Other,Prospect,Other,Fruita,USA,CO,FALSE,00531000007MUoEAAW,11/22/2016,FALSE,FALSE,Biotechnology,FALSE,,005i0000000fpvQAAQ,5/4/2018,Potential Customer,FALSE,00531000007MUoEAAW,Other,0013100001mzf5dAAA,0125A000001NaCJQA0,Other,Other,Other,6/29/2021,FALSE,0
0013100001mzfYVAAY,Laoreet Posuere Limited,Warm,Other,Other,Other,United States,Other,FALSE,00531000007MUoEAAW,11/22/2016,FALSE,FALSE,Biotechnology,FALSE,7/24/2018,005i0000000fpvQAAQ,5/4/2018,Potential Customer,FALSE,00531000007MUoEAAW,Other,Other,0125A000001NaCJQA0,Other,Other,Other,6/29/2021,FALSE,0
0013100001mzfoWAAQ,Laoreet Posuere Limited,Cold,Prospect,Other,Philadelphia,USA,PA,FALSE,00531000007MUoEAAW,11/22/2016,FALSE,FALSE,Biotechnology,FALSE,,005i0000000fpvQAAQ,5/4/2018,Potential Customer,FALSE,00531000007MUoEAAW,Other,Other,0125A000001NaCJQA0,Other,Other,Other,6/29/2021,FALSE,0
0013100001mzfpyAAA,Laoreet Posuere Limited,Other,Prospect,Other,Kennett Square,USA,PA,FALSE,00531000007MUoEAAW,11/22/2016,FALSE,FALSE,Biotechnology,FALSE,,005i0000000fpvQAAQ,5/4/2018,Potential Customer,FALSE,00531000007MUoEAAW,Other,0013100001mzfoWAAQ,0125A000001NaCJQA0,Other,Other,Other,6/29/2021,FALSE,0
0013100001mzmTMAAY,Aliquet Phasellus PC,Warm,Other,Other,COLUMBIA,USA,SC,FALSE,00531000007MUoEAAW,11/23/2016,FALSE,FALSE,Biotechnology,FALSE,7/24/2018,005i0000000fpvQAAQ,5/4/2018,Potential Customer,FALSE,00531000007MUoEAAW,Other,Other,0125A000001NaCJQA0,Other,Other,Other,6/29/2021,FALSE,0
0013100001mzmXTAAY,Aliquet Phasellus PC,Warm,Other,Other,EXTON,USA,PA,FALSE,00531000007MUoEAAW,11/23/2016,FALSE,FALSE,Biotechnology,FALSE,7/24/2018,005i0000000fpvQAAQ,5/4/2018,Potential Customer,FALSE,00531000007MUoEAAW,Other,Other,0125A000001NaCJQA0,Other,Other,Other,6/29/2021,FALSE,0
0013100001mzma8AAA,Aliquet Phasellus PC,Hot,Other,Other,ATLANTIC CITY,USA,NJ,FALSE,00531000007MUoEAAW,11/23/2016,FALSE,FALSE,Biotechnology,FALSE,7/24/2018,005i0000000fpvQAAQ,5/4/2018,Potential Customer,FALSE,00531000007MUoEAAW,Other,Other,0125A000001NaCJQA0,Other,Other,Other,6/29/2021,FALSE,0
0013100001n4mH9AAI,Aliquet Phasellus PC,Warm,Other,All Hazards,Yaphank,UNITED STATES,NY,FALSE,00531000007KAsvAAG,2/15/2017,FALSE,FALSE,Biotechnology,FALSE,3/23/2021,0055A00000BclF5QAJ,4/16/2021,Potential Customer,FALSE,00531000007KAsvAAG,Other,Other,0125A000001NaCTQA0,Other,Other,Other,6/29/2021,FALSE,0
0013100001n4om9AAA,Aliquet Phasellus PC,Other,Other,Intact Proteins & Antibodies,San Diego,UNITED STATES,CA,FALSE,00531000008FFH0AAO,2/15/2017,FALSE,FALSE,Biotechnology,FALSE,,0055A00000BclF5QAJ,6/9/2021,Potential Customer,FALSE,0056e00000BdFO7AAN,Other,Other,0125A000001NaCOQA0,Other,Other,Other,6/29/2021,FALSE,0
0013100001n5LvLAAU,Aliquet Phasellus PC,Warm,Customer,Other,Other,CANADA,Other,FALSE,00531000007KAu8AAG,2/19/2017,FALSE,FALSE,Biotechnology,FALSE,4/1/2020,0055A00000BclF5QAJ,4/11/2021,Potential Customer,FALSE,0055A00000Bb2djQAB,Other,Other,0125A000001NaCOQA0,Other,Other,Other,6/29/2021,FALSE,0
0013100001n64IYAAY,Aliquet Phasellus PC,Warm,Other,Biotherapeutics,Oceanside,UNITED STATES,Ca,FALSE,00531000007KAu8AAG,2/23/2017,FALSE,FALSE,Biotechnology,FALSE,4/1/2021,0055A00000BclF5QAJ,3/16/2021,Potential Customer,FALSE,0055A00000Bd0KeQAJ,Other,0015A00002OKXmEQAX,0125A000001NaCOQA0,Other,Other,Other,6/29/2021,FALSE,0
0013100001n7DaMAAU,Nisl Nulla Eu Incorporated,Warm,Other,Other,Other,NETHERLANDS,Other,FALSE,00531000008FRNUAA4,3/2/2017,FALSE,FALSE,Biotechnology,FALSE,12/11/2018,0055A00000BclF5QAJ,4/11/2021,Other,FALSE,0055A00000BcmS5QAJ,Other,Other,0125A000001NaCOQA0,Other,Other,Other,6/29/2021,FALSE,0
0013100001n7DeZAAU,Nisl Nulla Eu Incorporated,Warm,Prospect,Proteomics,Stockholm,SWEDEN,Other,FALSE,00531000008FRNUAA4,3/2/2017,FALSE,FALSE,Biotechnology,FALSE,5/28/2019,0055A00000BclF5QAJ,4/11/2021,Potential Customer,FALSE,00531000007KAu8AAG,Other,Other,0125A000001NaCOQA0,Other,Other,Other,6/29/2021,FALSE,0
0013100001n7DjKAAU,Ac Mattis Foundation,Warm,Other,Other,Other,SWITZERLAND,Other,FALSE,00531000008FRNUAA4,3/2/2017,FALSE,FALSE,Apparel,FALSE,12/11/2018,0055A00000BclF5QAJ,4/11/2021,Other,FALSE,00531000007KAu8AAG,Other,Other,0125A000001NaCOQA0,Other,Other,Other,6/29/2021,FALSE,0
0013100001n7DqWAAU,Aliquam Erat Volutpat Limited,Warm,Other,Other,"Biberach an der Riss, Office",GERMANY,Other,FALSE,00531000008FRNUAA4,3/2/2017,FALSE,FALSE,Agriculture,FALSE,6/21/2021,0055A00000BclF5QAJ,6/3/2021,Potential Customer,FALSE,0055A00000Bd4j9QAB,Other,0015A000026mHqzQAE,0125A000001NaCOQA0,Other,Other,Other,6/29/2021,FALSE,0
0013100001nlBupAAE,Aliquam Erat Volutpat Limited,Warm,Other,Explosives,"Surrey,",CANADA,BC,FALSE,00531000007KAsvAAG,11/29/2016,FALSE,FALSE,Agriculture,FALSE,7/24/2018,00531000007MUoEAAW,1/20/2019,Potential Customer,FALSE,00531000008F2qlAAC,Other,Other,0125A000001NaCTQA0,Other,Other,Other,6/29/2021,FALSE,0
0013100001nlNGbAAM,Imperdiet Nec Leo Limited,Other,Customer,Amino Acids & Metobolites,Palo Alto,UNITED STATES,CA,FALSE,00531000007KAu8AAG,11/30/2016,FALSE,FALSE,Agriculture,FALSE,4/6/2021,0055A00000BclF5QAJ,3/16/2021,Potential Customer,FALSE,0055A00000BNXCfQAP,Other,0015A000026mHoYQAU,0125A000001NaCOQA0,Other,Other,Other,6/29/2021,FALSE,0
0013100001nlsejAAA,Imperdiet Nec Leo Limited,Warm,Customer,Other,1190 Vienna,AUSTRIA,Other,FALSE,00531000007KAu8AAG,12/2/2016,FALSE,FALSE,Agriculture,FALSE,12/11/2018,0055A00000BclF5QAJ,4/11/2021,Potential Customer,FALSE,00531000007KAu8AAG,Other,Other,0125A000001NaCOQA0,Other,Other,Other,6/29/2021,FALSE,0
0013100001nmMgiAAE,Cursus Diam At Inc.,Warm,Other,All Hazards,Westfield,UNITED STATES,NJ,FALSE,00531000007KAsvAAG,12/5/2016,FALSE,FALSE,Communications,FALSE,4/8/2021,0055A00000BclF5QAJ,4/11/2021,Potential Customer,FALSE,00531000007KAsvAAG,Other,Other,0125A000001NaCTQA0,Other,Other,Other,6/29/2021,FALSE,0
0013100001nn0NiAAI,Cursus Diam At Inc.,Warm,Prospect,Other,Utrecht,NETHERLANDS,Other,FALSE,00531000007KAu8AAG,12/9/2016,FALSE,FALSE,Communications,FALSE,6/21/2021,0055A00000BclF5QAJ,4/11/2021,Potential Customer,FALSE,0055A00000BcmS5QAJ,Other,0015A00002OKXfhQAH,0125A000001NaCOQA0,Other,Other,Other,6/29/2021,FALSE,0
0013100001nn1uFAAQ,Cursus Diam At Inc.,Warm,Other,Other,NORTH BRUNSWICK,USA,NJ,FALSE,00531000007MUoEAAW,12/9/2016,FALSE,FALSE,Communications,FALSE,,005i0000000fpvQAAQ,5/4/2018,Potential Customer,FALSE,00531000007MUoEAAW,Other,Other,0125A000001NaCJQA0,Other,Other,Other,6/29/2021,FALSE,0
0013100001nn4AEAAY,Cursus Diam At Inc.,Warm,Other,Explosives,Albuquerque,UNITED STATES,NM,FALSE,00531000007KAsvAAG,12/9/2016,FALSE,FALSE,Communications,FALSE,4/23/2021,00531000007MUoEAAW,2/20/2020,Potential Customer,FALSE,0055A000009sa63QAA,Other,Other,0125A000001NaCTQA0,Other,Other,Other,6/29/2021,FALSE,0
0013100001nnvTWAAY,Cursus Diam At Inc.,Warm,Prospect,Biotherapeutics,Laval,CANADA,Other,FALSE,00531000007KAu8AAG,12/13/2016,FALSE,FALSE,Communications,FALSE,12/11/2018,0055A00000BclF5QAJ,4/21/2021,Potential Customer,FALSE,0055A00000BNXCfQAP,Other,Other,0125A000001NaCOQA0,Other,Other,Other,6/29/2021,FALSE,0
0013100001nnwBmAAI,Cursus Diam At Inc.,Warm,Other,Other,"Montreal ,",CANADA,QC,FALSE,00531000007KAu8AAG,12/14/2016,FALSE,FALSE,Communications,FALSE,12/14/2020,0055A00000Bb2djQAB,5/22/2020,Potential Customer,FALSE,0055A00000Bb2djQAB,Other,Other,0125A000001NaCOQA0,"Montreal ,",Canada,Quebec,6/29/2021,FALSE,0
0013100001no1MXAAY,Sed Eget Lacus Industries,Warm,Customer,CWAs,Los Alamos,UNITED STATES,NM,FALSE,00531000007KgPgAAK,12/14/2016,FALSE,FALSE,Communications,FALSE,6/8/2021,00531000007MUoEAAW,7/31/2018,Potential Customer,FALSE,00531000007KgPgAAK,Other,Other,0125A000001NaCTQA0,Other,Other,Other,6/29/2021,FALSE,0
0013100001oMsfxAAC,Sed Eget Lacus Industries,Warm,Other,All Hazards,Sandy,UNITED STATES,UT,FALSE,00531000007KAsvAAG,12/21/2016,FALSE,FALSE,Communications,FALSE,4/8/2021,00531000007MUoEAAW,1/9/2019,Potential Customer,FALSE,00531000007KAsvAAG,Other,Other,0125A000001NaCTQA0,Other,Other,Other,6/29/2021,FALSE,0
0013100001oN3lpAAC,Sed Eget Lacus Industries,Cold,Customer,All Hazards,Bentonville,UNITED STATES,AR,FALSE,00531000007KAsvAAG,12/22/2016,FALSE,FALSE,Communications,FALSE,6/8/2021,00531000007MUoEAAW,11/25/2020,Other,FALSE,0055A000009sa63QAA,Other,Other,0125A000001NaCTQA0,Bentonville,UNITED STATES,AR,6/29/2021,FALSE,0
0013100001oNEK4AAO,Sed Eget Lacus Industries,Hot,Other,All Hazards,Chantilly,UNITED STATES,VA,FALSE,005i0000000fNkyAAE,12/23/2016,FALSE,FALSE,Communications,FALSE,7/24/2018,005i0000000fpvQAAQ,5/4/2018,Non Customer - Distributor,FALSE,005i0000000fNkyAAE,Other,Other,0125A000001NaCTQA0,Other,Other,Other,6/29/2021,FALSE,0
0013100001oOEMqAAO,Sed Eget Lacus Industries,Cold,Other,Drugs;All Hazards,Georgetown,UNITED STATES,TX,FALSE,00531000007KAsvAAG,12/30/2016,FALSE,FALSE,Communications,FALSE,4/8/2021,00531000007MUoEAAW,2/6/2019,Potential Customer,FALSE,0055A000009sa63QAA,Other,Other,0125A000001NaCTQA0,Other,Other,Other,6/29/2021,FALSE,0
0013100001oP3OXAA0,Sed Eget Lacus Industries,Cold,Prospect,All Hazards,Baytown,UNITED STATES,TX,FALSE,00531000007KAsvAAG,1/4/2017,FALSE,FALSE,Communications,FALSE,4/8/2021,00531000007MUoEAAW,1/17/2020,Potential Customer,FALSE,0055A000009sa63QAA,Other,Other,0125A000001NaCTQA0,Other,Other,Other,6/29/2021,FALSE,0
0013100001oPSk5AAG,Sed Eget Lacus Industries,Other,Customer,Amino Acids & Metobolites;Cell Lysates;Peptide Mapping;Intact Proteins & Antibodies,Cambridge,UNITED STATES,MA,FALSE,00531000007KAu8AAG,1/6/2017,FALSE,FALSE,Communications,FALSE,5/13/2021,0055A00000BclF5QAJ,3/16/2021,Potential Customer,FALSE,0055A000008zqzaQAA,Other,Other,0125A000001NaCOQA0,Cambridge,USA,MA,6/29/2021,FALSE,0
0013100001oQ3UcAAK,Sed Eget Lacus Industries,Warm,Other,Other,Boston,UNITED STATES,MA,FALSE,00531000007KAu8AAG,1/10/2017,FALSE,FALSE,Communications,FALSE,4/22/2019,0055A00000BclF5QAJ,3/16/2021,Potential Customer,FALSE,0055A000008zqzaQAA,Other,Other,0125A000001NaCOQA0,Other,Other,Other,6/29/2021,FALSE,0
0013100001p28NDAAY,Blandit Enim Institute,Other,Prospect,Drugs;All Hazards,Pittsburgh,UNITED STATES,PA,FALSE,00531000007KAsvAAG,1/12/2017,FALSE,FALSE,Construction,FALSE,4/23/2021,00531000007MUoEAAW,1/9/2019,Potential Customer,FALSE,00531000007KAsvAAG,Other,Other,0125A000001NaCTQA0,Other,Other,Other,6/29/2021,FALSE,0
0013100001p363qAAA,Blandit Enim Institute,Other,Customer,CWAs,Patrick AFB,UNITED STATES,FL,FALSE,005i0000000fNkyAAE,1/18/2017,FALSE,FALSE,Construction,FALSE,6/9/2021,00531000007MUoEAAW,1/14/2021,Potential Customer,FALSE,00531000007Es7rAAC,Other,Other,0125A000001NaCTQA0,Patrick AFB,UNITED STATES,FL,6/29/2021,FALSE,0
0013100001p3VVYAA2,Blandit Enim Institute,Other,Customer,Amino Acids & Metobolites,College Station,UNITED STATES,TX,FALSE,00531000007KAu8AAG,1/20/2017,FALSE,FALSE,Construction,FALSE,9/4/2019,0055A00000BclF5QAJ,3/16/2021,Potential Customer,FALSE,0055A00000Bd0KeQAJ,Other,0015A000026mHosQAE,0125A000001NaCOQA0,Other,Other,Other,6/29/2021,FALSE,0
0013100001p4B22AAE,Ac Mattis Foundation,Warm,Other,Other,Newark,UNITED STATES,CA,FALSE,00531000007KAu8AAG,1/25/2017,FALSE,FALSE,Apparel,FALSE,12/11/2018,0055A00000BclF5QAJ,4/21/2021,Potential Customer,FALSE,0055A00000BNXCfQAP,Other,Other,0125A000001NaCOQA0,Other,Other,Other,6/29/2021,FALSE,0
0013100001p4BDSAA2,Venenatis Consulting,Warm,Other,Biotherapeutics,Ottawa,CANADA,Other,FALSE,00531000008FRNUAA4,1/25/2017,FALSE,FALSE,Apparel,FALSE,8/26/2020,0055A00000BclF5QAJ,6/9/2021,Potential Customer,FALSE,0056e00000BdFO7AAN,Other,Other,0125A000001NaCOQA0,Other,Other,Other,6/29/2021,FALSE,0
0013100001p4D1HAAU,Suscipit Nonummy LLC,Warm,Customer,Amino Acids & Metobolites;Cell Lysates,New York,UNITED STATES,NY,FALSE,00531000008FRNUAA4,1/25/2017,FALSE,FALSE,Banking,FALSE,11/18/2020,0055A00000BclF5QAJ,3/16/2021,Potential Customer,FALSE,0055A00000Bnt5hQAB,Other,Other,0125A000001NaCOQA0,Other,Other,Other,6/29/2021,FALSE,0
0013100001p4DI5AAM,Suscipit Nonummy LLC,Warm,Other,Biotherapeutics,Kansas City,UNITED STATES,MO,FALSE,00531000008FRNUAA4,1/25/2017,FALSE,FALSE,Banking,FALSE,4/2/2020,0055A00000BclF5QAJ,3/16/2021,Potential Customer,FALSE,0055A000008zqzaQAA,Other,0015A000026mHoVQAU,0125A000001NaCOQA0,Other,Other,Other,6/29/2021,FALSE,0
0013100001p4EYQAA2,Suscipit Nonummy LLC,Warm,Other,Biotherapeutics,San Diego,UNITED STATES,CA,FALSE,00531000008FRNUAA4,1/25/2017,FALSE,FALSE,Banking,FALSE,6/15/2021,0055A00000BNXCfQAP,6/15/2021,Potential Customer,FALSE,0056e00000BdFO7AAN,Other,Other,0125A000001NaCOQA0,San Diego,UNITED STATES,CA,6/29/2021,FALSE,0
0013100001p4Lq2AAE,Suscipit Nonummy LLC,Warm,Other,Other,Bloomington,UNITED STATES,IN,FALSE,00531000008FRNUAA4,1/26/2017,FALSE,FALSE,Banking,FALSE,12/11/2018,0055A00000BclF5QAJ,4/21/2021,Potential Customer,FALSE,0055A00000BNXCfQAP,Other,Other,0125A000001NaCOQA0,Other,Other,Other,6/29/2021,FALSE,0
0013100001p4MPyAAM,Suscipit Nonummy LLC,Other,Customer,Metabolomics,San Antonio,UNITED STATES,TX,FALSE,00531000008FFH0AAO,1/26/2017,FALSE,FALSE,Banking,FALSE,6/22/2021,0055A00000BclF5QAJ,3/16/2021,Potential Customer,FALSE,0055A00000Bd0KeQAJ,Other,0015A000026mHozQAE,0125A000001NaCOQA0,Other,Other,Other,6/29/2021,FALSE,0
0013100001p4NvZAAU,Euismod Industries,Warm,Customer,Biotherapeutics,South San Francisco,UNITED STATES,CA,FALSE,00531000008FRNUAA4,1/26/2017,FALSE,FALSE,Banking,FALSE,5/24/2021,0055A00000BclF5QAJ,3/16/2021,Potential Customer,FALSE,0055A00000Bd0KeQAJ,Other,Other,0125A000001NaCOQA0,South San Francisco,United States,CA,6/29/2021,FALSE,0
0013100001p4NxfAAE,Euismod Industries,Warm,Other,All Hazards,Santa Cruz,UNITED STATES,CA,FALSE,00531000007KgPgAAK,1/26/2017,FALSE,FALSE,Banking,FALSE,7/24/2018,005i0000000fpvQAAQ,5/4/2018,Non Customer - Distributor,FALSE,005i0000000fNkyAAE,Other,Other,0125A000001NaCTQA0,Other,Other,Other,6/29/2021,FALSE,0
0013100001p4OFDAA2,Euismod Industries,Warm,Other,Other,Morrisville,UNITED STATES,NC,FALSE,00531000008FRNUAA4,1/26/2017,FALSE,FALSE,Banking,FALSE,5/28/2021,0055A00000BclF5QAJ,3/16/2021,Potential Customer,FALSE,0055A00000Bnt5hQAB,Other,0015A00002OKXYvQAP,0125A000001NaCOQA0,Other,Other,Other,6/29/2021,FALSE,0
0013100001p4OLLAA2,Euismod Industries,Warm,Other,Other,Silver Spring,UNITED STATES,Md,FALSE,00531000008FRNUAA4,1/26/2017,FALSE,FALSE,Banking,FALSE,12/11/2020,0055A00000BclF5QAJ,3/16/2021,Potential Customer,FALSE,0055A00000Bnt5hQAB,Other,0015A000026mHobQAE,0125A000001NaCOQA0,Other,Other,Other,6/29/2021,FALSE,0
0013100001p4P56AAE,Euismod Industries,Warm,Other,Other,Madison,UNITED STATES,WI,FALSE,00531000008FRNUAA4,1/26/2017,FALSE,FALSE,Banking,FALSE,6/24/2021,005i0000000fpvQAAQ,11/7/2018,Potential Customer,FALSE,0055A000008zqzaQAA,Other,Other,0125A000001NaCOQA0,Other,Other,Other,6/29/2021,FALSE,0
0013100001p4QGsAAM,Laoreet Posuere Limited,Warm,Other,Biotherapeutics,Camarillo,UNITED STATES,CA,FALSE,00531000008FRNUAA4,1/26/2017,FALSE,FALSE,Biotechnology,FALSE,6/18/2021,0055A00000BclF5QAJ,6/9/2021,Potential Customer,FALSE,0056e00000BdFO7AAN,Other,Other,0125A000001NaCOQA0,Other,Other,Other,6/29/2021,FALSE,0
